9377	9	9378	2009	3000
9378	19	9377	2009	3000
2834	3	5179	2012	3000
5179	13	2834	2012	3000
1207	0	1004	1953	1953
1004	10	1207	1953	1953
6785	5	6786	0	0
6786	15	6785	0	0
3558	4	536	2010	3000
536	14	3558	2010	3000
8571	9	8572	2014	3000
8572	19	8571	2014	3000
8721	9	9019	2011	3000
9019	19	8721	2011	3000
1356	3	5502	1985	3000
5502	13	1356	1985	3000
10100	9	10101	1975	3000
10101	19	10100	1975	3000
8347	9	8484	1923	3000
8484	19	8347	1923	3000
9159	9	9160	1947	3000
9160	19	9159	1947	3000
8505	9	8506	1945	3000
8506	19	8505	1945	3000
9868	9	9869	1980	3000
9869	19	9868	1980	3000
1944	9	10583	1907	3000
10583	19	1944	1907	3000
5965	7	388	2004	2004
388	17	5965	2004	2004
7408	5	7409	2010	2012
7409	15	7408	2010	2012
8755	9	8756	1895	3000
8756	19	8755	1895	3000
8353	9	8354	1999	3000
8354	19	8353	1999	3000
2102	7	3	1948	1948
3	17	2102	1948	1948
7086	5	7087	1974	3000
7087	15	7086	1974	3000
6807	5	6907	0	0
6907	15	6807	0	0
1736	0	529	1945	1945
529	10	1736	1945	1945
8040	9	10471	1989	3000
10471	19	8040	1989	3000
522	9	7016	2013	3000
7016	19	522	2013	3000
260	4	1720	2000	2007
1720	14	260	2000	2007
4562	2	4265	2014	3000
4265	12	4562	2014	3000
3393	1	4006	1963	3000
4006	11	3393	1963	3000
10230	9	10231	2001	2002
10231	19	10230	2001	2002
1988	4	1794	1949	2009
1794	14	1988	1949	2009
6692	5	6374	1972	3000
6374	15	6692	1972	3000
5929	9	9010	1929	3000
9010	19	5929	1929	3000
6499	5	6500	0	0
6500	15	6499	0	0
2764	3	5503	2013	3000
5503	13	2764	2013	3000
3854	1	3890	1961	3000
3890	11	3854	1961	3000
6493	5	6330	1904	1967
6330	15	6493	1904	1967
3150	4	2211	2012	3000
2211	14	3150	2012	3000
1575	9	8340	1963	3000
8340	19	1575	1963	3000
8206	9	9173	2004	3000
9173	19	8206	2004	3000
3065	0	214	1930	1930
214	10	3065	1930	1930
181	4	616	1940	1945
616	14	181	1940	1945
2208	4	3324	2011	3000
3324	14	2208	2011	3000
2947	9	10349	2000	3000
10349	19	2947	2000	3000
6596	5	6597	0	0
6597	15	6596	0	0
9149	9	9150	1991	3000
9150	19	9149	1991	3000
3295	9	9063	1980	3000
9063	19	3295	1980	3000
6757	5	6758	1896	1955
6758	15	6757	1896	1955
8412	9	8413	2009	3000
8413	19	8412	2009	3000
7221	5	7222	1996	3000
7222	15	7221	1996	3000
7981	9	7982	1983	3000
7982	19	7981	1983	3000
8721	9	10574	2004	2006
10574	19	8721	2004	2006
8595	9	8596	2014	3000
8596	19	8595	2014	3000
6983	5	6555	2015	3000
6555	15	6983	2015	3000
991	9	10397	2006	3000
10397	19	991	2006	3000
6413	5	6992	1990	3000
6992	15	6413	1990	3000
10089	9	10090	2010	3000
10090	19	10089	2010	3000
6418	5	7011	1996	3000
7011	15	6418	1996	3000
6148	4	1852	1910	3000
1852	14	6148	1910	3000
1346	9	8943	1938	3000
8943	19	1346	1938	3000
6584	9	10254	0	0
10254	19	6584	0	0
7954	9	7955	0	0
7955	19	7954	0	0
7080	5	7081	1970	1988
7081	15	7080	1970	1988
298	9	8838	1724	1806
8838	19	298	1724	1806
8000	9	8001	2016	3000
8001	19	8000	2016	3000
3644	4	1445	1948	1973
1445	14	3644	1948	1973
10355	9	10356	2008	2012
10356	19	10355	2008	2012
2357	9	8190	1999	3000
8190	19	2357	1999	3000
3516	4	6258	1929	1938
6258	14	3516	1929	1938
4129	1	4130	2014	2014
4130	11	4129	2014	2014
1528	4	1027	2016	3000
1027	14	1528	2016	3000
9147	9	9148	2011	2012
9148	19	9147	2011	2012
8281	9	8282	2007	3000
8282	19	8281	2007	3000
9200	9	9201	2009	3000
9201	19	9200	2009	3000
1824	9	10488	2014	3000
10488	19	1824	2014	3000
6455	5	6456	1970	1975
6456	15	6455	1970	1975
6351	5	6352	1908	1956
6352	15	6351	1908	1956
909	4	2684	2009	3000
2684	14	909	2009	3000
6947	5	6948	1933	3000
6948	15	6947	1933	3000
811	8	7677	1926	3000
7677	18	811	1926	3000
9093	9	9094	1599	1600
9094	19	9093	1599	1600
9299	9	9450	2013	2015
9450	19	9299	2013	2015
1486	4	2963	2011	2016
2963	14	1486	2011	2016
943	4	2906	1952	1957
2906	14	943	1952	1957
2372	4	6107	1965	1987
6107	14	2372	1965	1987
6676	5	7207	0	0
7207	15	6676	0	0
1523	9	9676	1975	3000
9676	19	1523	1975	3000
4132	1	4133	1988	1992
4133	11	4132	1988	1992
7233	5	7234	1993	2006
7234	15	7233	1993	2006
8264	9	8265	2006	3000
8265	19	8264	2006	3000
9425	9	9426	1983	3000
9426	19	9425	1983	3000
7421	5	7422	0	0
7422	15	7421	0	0
7156	5	7379	1998	3000
7379	15	7156	1998	3000
8281	9	8813	2009	3000
8813	19	8281	2009	3000
4092	1	4093	2015	3000
4093	11	4092	2015	3000
9725	9	9726	2009	3000
9726	19	9725	2009	3000
7061	5	7062	0	0
7062	15	7061	0	0
2981	9	9366	1919	3000
9366	19	2981	1919	3000
6591	5	6338	1920	1922
6338	15	6591	1920	1922
913	9	10088	1980	3000
10088	19	913	1980	3000
7632	9	10052	1969	1970
10052	19	7632	1969	1970
9304	9	9305	1946	3000
9305	19	9304	1946	3000
116	0	67	1891	1891
67	10	116	1891	1891
1109	9	10478	1996	3000
10478	19	1109	1996	3000
6473	5	6474	1997	3000
6474	15	6473	1997	3000
5895	9	8750	1953	3000
8750	19	5895	1953	3000
1770	0	605	1898	1898
605	10	1770	1898	1898
8721	9	9092	1995	1997
9092	19	8721	1995	1997
2970	0	101	1941	1941
101	10	2970	1941	1941
3891	1	4231	2003	3000
4231	11	3891	2003	3000
9245	9	8881	2005	3000
8881	19	9245	2005	3000
9280	9	9281	1982	3000
9281	19	9280	1982	3000
6426	5	6427	1971	3000
6427	15	6426	1971	3000
8425	9	8426	2012	3000
8426	19	8425	2012	3000
9751	9	9752	2013	3000
9752	19	9751	2013	3000
9007	9	9008	1748	3000
9008	19	9007	1748	3000
1888	9	8080	1936	1966
8080	19	1888	1936	1966
8042	9	8043	1995	3000
8043	19	8042	1995	3000
6546	5	7292	1948	1956
7292	15	6546	1948	1956
3494	0	432	1890	1890
432	10	3494	1890	1890
5279	3	5198	1998	3000
5198	13	5279	1998	3000
1310	9	9075	2006	3000
9075	19	1310	2006	3000
2777	4	2	1970	2010
2	14	2777	1970	2010
353	9	8484	1912	3000
8484	19	353	1912	3000
4958	2	4959	2003	3000
4959	12	4958	2003	3000
9711	9	8920	2004	3000
8920	19	9711	2004	3000
3443	9	8747	2001	3000
8747	19	3443	2001	3000
9153	9	9154	1999	3000
9154	19	9153	1999	3000
3023	9	7991	2002	3000
7991	19	3023	2002	3000
8703	9	8704	0	0
8704	19	8703	0	0
10572	9	8275	1997	3000
8275	19	10572	1997	3000
6483	5	6484	1998	2015
6484	15	6483	1998	2015
8527	9	10446	2009	3000
10446	19	8527	2009	3000
8798	9	8736	1944	3000
8736	19	8798	1944	3000
5575	7	7496	2000	2000
7496	17	5575	2000	2000
2914	1	4221	2008	2017
4221	11	2914	2008	2017
9719	9	9720	2003	3000
9720	19	9719	2003	3000
9316	9	9317	1941	3000
9317	19	9316	1941	3000
6638	5	6639	1940	1964
6639	15	6638	1940	1964
9297	9	10534	1884	3000
10534	19	9297	1884	3000
8235	9	8236	1986	3000
8236	19	8235	1986	3000
3722	4	1586	1979	1992
1586	14	3722	1979	1992
2254	9	9879	1994	3000
9879	19	2254	1994	3000
1412	0	1413	1943	1943
1413	10	1412	1943	1943
1877	4	2709	2013	3000
2709	14	1877	2013	3000
7918	9	7996	1969	3000
7996	19	7918	1969	3000
1643	4	2193	1985	3000
2193	14	1643	1985	3000
6053	9	8592	1977	3000
8592	19	6053	1977	3000
40	4	6028	1944	1949
6028	14	40	1944	1949
7051	5	7052	1989	1990
7052	15	7051	1989	1990
2868	0	1292	1927	1927
1292	10	2868	1927	1927
234	5	6450	0	1967
6450	15	234	0	1967
8021	9	9965	1979	3000
9965	19	8021	1979	3000
646	9	9536	2010	3000
9536	19	646	2010	3000
2011	4	5995	1954	1962
5995	14	2011	1954	1962
5915	4	6012	1948	1954
6012	14	5915	1948	1954
6181	5	7107	1890	1908
7107	15	6181	1890	1908
238	9	10439	2012	3000
10439	19	238	2012	3000
8396	9	8397	1973	3000
8397	19	8396	1973	3000
10153	9	8835	1995	3000
8835	19	10153	1995	3000
10064	9	10065	1923	3000
10065	19	10064	1923	3000
1128	3	5753	1918	3000
5753	13	1128	1918	3000
3988	1	3950	1977	2006
3950	11	3988	1977	2006
9588	9	9589	1945	3000
9589	19	9588	1945	3000
3511	1	3815	1982	3000
3815	11	3511	1982	3000
406	7	2086	1980	1980
2086	17	406	1980	1980
2035	4	3691	2008	3000
3691	14	2035	2008	3000
8393	9	8394	1903	1905
8394	19	8393	1903	1905
7552	9	7999	0	0
7999	19	7552	0	0
6498	5	6715	2006	3000
6715	15	6498	2006	3000
1054	9	7900	1953	3000
7900	19	1054	1953	3000
1414	9	10285	1994	3000
10285	19	1414	1994	3000
2254	9	8649	1982	3000
8649	19	2254	1982	3000
5995	7	79	2008	2008
79	17	5995	2008	2008
2909	3	5858	2005	3000
5858	13	2909	2005	3000
7872	9	7873	1888	1923
7873	19	7872	1888	1923
9935	9	9936	0	0
9936	19	9935	0	0
3936	1	4012	1993	3000
4012	11	3936	1993	3000
10412	9	10413	2014	3000
10413	19	10412	2014	3000
9545	9	9546	2012	3000
9546	19	9545	2012	3000
2886	4	2416	1994	3000
2416	14	2886	1994	3000
3023	9	10314	1999	3000
10314	19	3023	1999	3000
1096	4	3547	1959	1989
3547	14	1096	1959	1989
3966	1	3976	1983	3000
3976	11	3966	1983	3000
5851	9	7914	1982	3000
7914	19	5851	1982	3000
6735	5	6522	1920	3000
6522	15	6735	1920	3000
1502	9	10611	2010	3000
10611	19	1502	2010	3000
9629	9	9630	1985	1993
9630	19	9629	1985	1993
2593	9	8191	1928	1929
8191	19	2593	1928	1929
7994	9	7995	1912	3000
7995	19	7994	1912	3000
3449	0	28	1951	1951
28	10	3449	1951	1951
8494	9	8839	2011	3000
8839	19	8494	2011	3000
3295	9	10557	1980	3000
10557	19	3295	1980	3000
4065	1	4066	2002	3000
4066	11	4065	2002	3000
9443	9	9444	2016	3000
9444	19	9443	2016	3000
1991	8	7654	2009	3000
7654	18	1991	2009	3000
4148	1	4149	1975	1986
4149	11	4148	1975	1986
8231	9	8232	1997	3000
8232	19	8231	1997	3000
10546	9	10547	1905	1949
10547	19	10546	1905	1949
969	4	6163	1940	1952
6163	14	969	1940	1952
7303	5	6684	1995	1996
6684	15	7303	1995	1996
4104	1	4037	1956	1960
4037	11	4104	1956	1960
8224	9	8225	2001	3000
8225	19	8224	2001	3000
6045	4	1256	1962	1969
1256	14	6045	1962	1969
9579	9	8405	2011	2013
8405	19	9579	2011	2013
864	0	139	1965	1965
139	10	864	1965	1965
4092	1	4112	2015	3000
4112	11	4092	2015	3000
5741	3	5179	2005	3000
5179	13	5741	2005	3000
1529	5	7165	1900	3000
7165	15	1529	1900	3000
9355	9	9356	1959	1959
9356	19	9355	1959	1959
2263	3	5594	1968	3000
5594	13	2263	1968	3000
9585	9	9424	1999	2001
9424	19	9585	1999	2001
273	5	6712	1956	1977
6712	15	273	1956	1977
6674	5	6675	1858	3000
6675	15	6674	1858	3000
815	0	196	1849	1849
196	10	815	1849	1849
6415	5	7244	2016	3000
7244	15	6415	2016	3000
3232	4	445	1988	1992
445	14	3232	1988	1992
164	4	1230	1947	1991
1230	14	164	1947	1991
6855	5	6856	0	0
6856	15	6855	0	0
9521	9	9522	1710	3000
9522	19	9521	1710	3000
2652	9	8895	1938	3000
8895	19	2652	1938	3000
2377	7	667	1952	1952
667	17	2377	1952	1952
7137	5	7138	0	0
7138	15	7137	0	0
6606	5	6607	2007	3000
6607	15	6606	2007	3000
3653	4	3211	1957	3000
3211	14	3653	1957	3000
6676	5	7415	0	0
7415	15	6676	0	0
6851	5	6852	1992	3000
6852	15	6851	1992	3000
4077	1	4087	1988	1991
4087	11	4077	1988	1991
5900	3	5307	2007	3000
5307	13	5900	2007	3000
10227	9	10090	2010	3000
10090	19	10227	2010	3000
8427	9	8428	1931	3000
8428	19	8427	1931	3000
2302	0	705	1970	1970
705	10	2302	1970	1970
8304	9	8600	2014	3000
8600	19	8304	2014	3000
8311	9	8312	1827	3000
8312	19	8311	1827	3000
2855	0	1538	1989	1989
1538	10	2855	1989	1989
579	8	7677	1919	3000
7677	18	579	1919	3000
10011	9	10012	1972	1989
10012	19	10011	1972	1989
1930	9	7924	1974	3000
7924	19	1930	1974	3000
8963	9	8964	1987	3000
8964	19	8963	1987	3000
7229	5	6559	1997	2004
6559	15	7229	1997	2004
3219	7	3169	2011	2011
3169	17	3219	2011	2011
8792	9	8793	1891	1912
8793	19	8792	1891	1912
5893	3	5190	2006	3000
5190	13	5893	2006	3000
394	4	2424	1991	3000
2424	14	394	1991	3000
10385	9	10386	1843	1849
10386	19	10385	1843	1849
2424	0	599	1953	1953
599	10	2424	1953	1953
5926	3	5252	2003	3000
5252	13	5926	2003	3000
117	9	9182	2000	2002
9182	19	117	2000	2002
298	9	8679	1724	1806
8679	19	298	1724	1806
8687	9	8688	0	0
8688	19	8687	0	0
3675	4	1301	2007	3000
1301	14	3675	2007	3000
9175	9	9989	2008	3000
9989	19	9175	2008	3000
7932	9	7967	2014	3000
7967	19	7932	2014	3000
6748	5	6684	2005	2006
6684	15	6748	2005	2006
1010	0	894	1934	1934
894	10	1010	1934	1934
3086	3	5341	2012	3000
5341	13	3086	2012	3000
1062	3	5377	1979	3000
5377	13	1062	1979	3000
3611	4	3008	1971	1986
3008	14	3611	1971	1986
1061	4	2737	1950	1957
2737	14	1061	1950	1957
6546	5	7275	1948	1966
7275	15	6546	1948	1966
10053	9	10054	1900	1903
10054	19	10053	1900	1903
7636	8	7663	1825	3000
7663	18	7636	1825	3000
7166	5	7134	1920	3000
7134	15	7166	1920	3000
7992	9	7993	2007	2013
7993	19	7992	2007	2013
1038	0	245	1914	1914
245	10	1038	1914	1914
6258	4	3516	1929	1938
3516	14	6258	1929	1938
471	4	1375	1977	1988
1375	14	471	1977	1988
3023	9	10143	2011	3000
10143	19	3023	2011	3000
7965	9	8294	2005	3000
8294	19	7965	2005	3000
8740	9	8858	2004	3000
8858	19	8740	2004	3000
5462	3	5172	1989	3000
5172	13	5462	1989	3000
3029	9	8066	1961	3000
8066	19	3029	1961	3000
8025	9	8026	1973	1982
8026	19	8025	1973	1982
2373	9	9446	1987	3000
9446	19	2373	1987	3000
7424	5	6535	2007	2014
6535	15	7424	2007	2014
8193	9	8194	1894	3000
8194	19	8193	1894	3000
1804	7	295	1990	1990
295	17	1804	1990	1990
967	3	5204	1926	3000
5204	13	967	1926	3000
1931	3	5485	2004	3000
5485	13	1931	2004	3000
5773	3	5842	1960	3000
5842	13	5773	1960	3000
8165	9	8166	1975	1980
8166	19	8165	1975	1980
7620	9	9930	1939	3000
9930	19	7620	1939	3000
7880	9	7881	1652	3000
7881	19	7880	1652	3000
9132	9	9133	1936	3000
9133	19	9132	1936	3000
8445	9	9445	2011	3000
9445	19	8445	2011	3000
2047	4	3355	1985	3000
3355	14	2047	1985	3000
6242	4	3024	1972	1976
3024	14	6242	1972	1976
3141	2	4389	2006	2008
4389	12	3141	2006	2008
7032	5	7033	0	0
7033	15	7032	0	0
10152	9	8135	2005	3000
8135	19	10152	2005	3000
6820	5	6821	1947	1951
6821	15	6820	1947	1951
5234	3	5365	2011	3000
5365	13	5234	2011	3000
5424	3	5179	1944	3000
5179	13	5424	1944	3000
9179	9	9180	1743	1859
9180	19	9179	1743	1859
802	9	9843	1999	2003
9843	19	802	1999	2003
7738	8	7659	2008	3000
7659	18	7738	2008	3000
10234	9	7890	1988	3000
7890	19	10234	1988	3000
10414	9	8225	2001	3000
8225	19	10414	2001	3000
9402	9	9403	2002	3000
9403	19	9402	2002	3000
5895	9	8184	1951	3000
8184	19	5895	1951	3000
758	6	7438	1956	3000
7438	16	758	1956	3000
6978	5	6979	1988	1990
6979	15	6978	1988	1990
7798	8	7736	1917	1924
7736	18	7798	1917	1924
6004	4	1270	1959	3000
1270	14	6004	1959	3000
5663	3	5296	2008	3000
5296	13	5663	2008	3000
9658	9	9659	1950	3000
9659	19	9658	1950	3000
6826	5	6827	0	0
6827	15	6826	0	0
781	4	3035	2010	2014
3035	14	781	2010	2014
7332	9	8164	1972	1977
8164	19	7332	1972	1977
6216	4	2352	1977	1981
2352	14	6216	1977	1981
9028	9	9029	1984	3000
9029	19	9028	1984	3000
7979	9	10431	1997	3000
10431	19	7979	1997	3000
6418	5	7010	1996	3000
7010	15	6418	1996	3000
6960	5	6703	1927	1928
6703	15	6960	1927	1928
621	9	9881	1983	3000
9881	19	621	1983	3000
7558	9	9594	1957	3000
9594	19	7558	1957	3000
1265	9	9079	2005	2008
9079	19	1265	2005	2008
7784	8	7736	1917	3000
7736	18	7784	1917	3000
6604	5	6605	2007	3000
6605	15	6604	2007	3000
6323	5	6633	2009	2010
6633	15	6323	2009	2010
4021	1	3931	2014	3000
3931	11	4021	2014	3000
829	4	1878	1994	3000
1878	14	829	1994	3000
3629	9	7942	1921	3000
7942	19	3629	1921	3000
8477	9	8478	0	0
8478	19	8477	0	0
1584	0	328	1928	1928
328	10	1584	1928	1928
1833	4	204	1988	2007
204	14	1833	1988	2007
7309	5	7181	1988	1994
7181	15	7309	1988	1994
5512	9	10026	1965	3000
10026	19	5512	1965	3000
8242	9	8243	1901	3000
8243	19	8242	1901	3000
8158	9	9607	2012	3000
9607	19	8158	2012	3000
6813	5	6814	2004	2008
6814	15	6813	2004	2008
9292	9	9293	2004	3000
9293	19	9292	2004	3000
8304	9	8305	2012	3000
8305	19	8304	2012	3000
2329	8	7659	2012	2015
7659	18	2329	2012	2015
1128	0	421	1898	1898
421	10	1128	1898	1898
1725	0	149	1972	1972
149	10	1725	1972	1972
8713	9	10067	2015	3000
10067	19	8713	2015	3000
4021	1	4022	2006	3000
4022	11	4021	2006	3000
1619	9	10451	2002	3000
10451	19	1619	2002	3000
6506	5	6507	1998	3000
6507	15	6506	1998	3000
5773	7	55	1994	1994
55	17	5773	1994	1994
9648	9	9649	0	0
9649	19	9648	0	0
1143	9	10458	1985	3000
10458	19	1143	1985	3000
8040	9	8761	1973	1985
8761	19	8040	1973	1985
10300	9	10301	1879	1879
10301	19	10300	1879	1879
169	0	170	1928	1928
170	10	169	1928	1928
3566	4	3630	1947	1950
3630	14	3566	1947	1950
6129	4	751	2014	2016
751	14	6129	2014	2016
6706	5	6707	1946	3000
6707	15	6706	1946	3000
9196	9	9533	2007	3000
9533	19	9196	2007	3000
3379	7	2272	1994	1994
2272	17	3379	1994	1994
875	4	2110	1977	1986
2110	14	875	1977	1986
2733	8	7668	1981	3000
7668	18	2733	1981	3000
1009	4	2902	1920	1957
2902	14	1009	1920	1957
3462	3	5516	2005	3000
5516	13	3462	2005	3000
3346	0	245	1948	1948
245	10	3346	1948	1948
2259	0	28	1947	1947
28	10	2259	1947	1947
3037	4	3457	1957	2003
3457	14	3037	1957	2003
9141	9	9568	1994	3000
9568	19	9141	1994	3000
1783	1	3895	1979	3000
3895	11	1783	1979	3000
3508	9	10374	1955	3000
10374	19	3508	1955	3000
3265	7	975	1974	1974
975	17	3265	1974	1974
451	4	1608	1966	3000
1608	14	451	1966	3000
2132	0	2133	1923	1923
2133	10	2132	1923	1923
7073	5	6530	1982	2015
6530	15	7073	1982	2015
2629	8	7675	1990	1999
7675	18	2629	1990	1999
7538	9	8762	1952	1996
8762	19	7538	1952	1996
9697	9	9698	1978	3000
9698	19	9697	1978	3000
6802	5	6649	1999	2001
6649	15	6802	1999	2001
2947	9	9332	2011	3000
9332	19	2947	2011	3000
7364	5	7365	1969	1980
7365	15	7364	1969	1980
8583	9	8584	2007	3000
8584	19	8583	2007	3000
1692	9	10377	1817	3000
10377	19	1692	1817	3000
6887	5	6888	1872	1887
6888	15	6887	1872	1887
3749	9	8296	2005	3000
8296	19	3749	2005	3000
9972	9	8417	1955	3000
8417	19	9972	1955	3000
6194	4	1836	1938	3000
1836	14	6194	1938	3000
3636	9	9285	1940	3000
9285	19	3636	1940	3000
1420	0	1421	1907	1907
1421	10	1420	1907	1907
3292	3	5190	2009	3000
5190	13	3292	2009	3000
1772	0	3	1944	1944
3	10	1772	1944	1944
3012	9	9961	1970	1970
9961	19	3012	1970	1970
442	8	7659	1968	3000
7659	18	442	1968	3000
7908	9	7909	2011	3000
7909	19	7908	2011	3000
6203	7	168	1991	1991
168	17	6203	1991	1991
5110	2	5125	2012	2016
5125	12	5110	2012	2016
3516	7	667	1951	1951
667	17	3516	1951	1951
5930	3	5274	1921	3000
5274	13	5930	1921	3000
3829	1	4079	2006	3000
4079	11	3829	2006	3000
5431	3	5432	1943	3000
5432	13	5431	1943	3000
246	0	247	1900	1900
247	10	246	1900	1900
1433	3	5788	1996	3000
5788	13	1433	1996	3000
2916	8	7834	2013	3000
7834	18	2916	2013	3000
7546	7	917	1959	1959
917	17	7546	1959	1959
5835	8	7799	1968	2005
7799	18	5835	1968	2005
262	9	10273	1986	3000
10273	19	262	1986	3000
3096	0	15	1948	1948
15	10	3096	1948	1948
760	4	3755	1926	1967
3755	14	760	1926	1967
4045	1	3846	1758	3000
3846	11	4045	1758	3000
637	9	8124	1939	3000
8124	19	637	1939	3000
2621	4	1662	1980	3000
1662	14	2621	1980	3000
1757	9	9337	2015	3000
9337	19	1757	2015	3000
1003	7	555	2007	2007
555	17	1003	2007	2007
9165	9	9166	2007	3000
9166	19	9165	2007	3000
9090	9	9091	2016	3000
9091	19	9090	2016	3000
3292	0	103	1965	1965
103	10	3292	1965	1965
5916	9	10309	2013	3000
10309	19	5916	2013	3000
3844	1	3887	1983	1989
3887	11	3844	1983	1989
1265	9	9995	1992	1994
9995	19	1265	1992	1994
7770	8	7680	1848	1854
7680	18	7770	1848	1854
3151	4	3089	1933	1961
3089	14	3151	1933	1961
8610	9	8611	1980	3000
8611	19	8610	1980	3000
